Cantidad,Fecha,Producto,Venta,Compra,Utilidad
1.00,,Pepsi Jumbo 3Lt,37.00,28.09,8.91
,21/03/2024,,22.00,16.96,5.04
2.00,,Coca Cola 250ml Plastico,22.00,16.96,5.04
,21/03/2024,,20.00,16.30,3.70
0.19,,Queso Fresco,20.00,16.30,3.70
,21/03/2024,,50.00,42.42,7.58
0.40,,Queso De Hebra,50.00,42.42,7.58
,21/03/2024,,29.00,1.00,28.00
1.00,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29.00,1.00,28.00
,21/03/2024,,406.00,380.06,25.94
6.00,,Envios De Recargas,6.00,0.06,5.94
400.00,,RECARGAS XTREME (MULTICEL-MINISUPER),400.00,380.00,20.00
,21/03/2024,,78.00,63.15,14.85
1.00,,Mediacrema Nestle lata 225g,18.00,14.26,3.74
0.56,,Queso Fresco,60.00,48.89,11.11
,21/03/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,21/03/2024,,36.00,27.51,8.49
1.00,,Cigarro Marlboro Individual 1Pza,6.00,3.71,2.29
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
1.00,,coca cola 1.350 ml,28.00,23.00,5.00
,21/03/2024,,21.00,18.26,2.74
1.00,,Maseca Kg,21.00,18.26,2.74
,21/03/2024,,48.00,30.70,17.30
1.00,,Magnus Botella 200ml Omnilife,48.00,30.70,17.30
,21/03/2024,,17.00,13.69,3.31
1.00,,Sabritas Flamin Hot 45gm,17.00,13.69,3.31
,21/03/2024,,18.00,12.84,5.16
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
,21/03/2024,,4.50,2.69,1.81
1.00,,Clorets Plus 4pastillas,3.00,1.84,1.16
1.00,,Bubbaloo Fresa 5.1gr,1.50,0.85,0.65
,21/03/2024,,57.00,45.64,11.36
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
1.00,,chips fuego 62g,20.00,16.80,3.20
1.00,,chip jalapeño 62g,21.00,16.80,4.20
,21/03/2024,,17.00,13.69,3.31
1.00,,Sabritas Adobadas 42gm,17.00,13.69,3.31
,21/03/2024,,80.00,65.18,14.82
0.74,,Queso Fresco,80.00,65.18,14.82
,21/03/2024,,27.00,21.07,5.93
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
3.00,,Vaso Individual del #8 1pza,3.00,1.20,1.80
,21/03/2024,,8.00,0.76,7.24
4.00,,COPIA CREDENCIAL,8.00,0.76,7.24
,21/03/2024,,37.00,28.09,8.91
1.00,,Pepsi Jumbo 3Lt,37.00,28.09,8.91
,21/03/2024,,30.00,24.69,5.31
0.22,,Jamon Rebanado Suly 1kg,15.00,11.96,3.04
0.12,,Queso De Hebra,15.00,12.73,2.27
,21/03/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,21/03/2024,,35.00,16.82,18.18
1.00,,Coca Cola 600ml,19.00,15.20,3.80
1.00,,Bolsa Individual Polipapel Gde 1pza,2.00,0.64,1.36
1.00,,Bizcochito Gamesa 150G 100173,14.00,0.98,13.02
,21/03/2024,,15.00,11.96,3.04
0.22,,Jamon Rebanado Suly 1kg,15.00,11.96,3.04
,21/03/2024,,95.00,81.73,13.27
1.00,,Cal 1kg,8.00,4.40,3.60
1.00,,Raid Max Mata Cucaracha 400ml,87.00,77.33,9.67
,21/03/2024,,16.00,11.64,4.36
1.00,,Chipotles Barcel MasProducto 65gr,16.00,11.64,4.36
,21/03/2024,,13.00,9.21,3.79
1.00,,Agua Ciel 1lt 310883,13.00,9.21,3.79
,21/03/2024,,24.00,16.57,7.43
1.00,,Gelatina Lala General 125gr 020556,7.00,3.13,3.87
1.00,,Takis Fuego Mas Picante 65g,17.00,13.44,3.56
,21/03/2024,,16.00,13.44,2.56
1.00,,Tkis hexa queso 65gr,16.00,13.44,2.56
,21/03/2024,,19.00,15.20,3.80
1.00,,Coca Cola 600ml,19.00,15.20,3.80
,21/03/2024,,31.00,21.96,9.04
1.00,,Power Frutas 1 Lt 317660,31.00,21.96,9.04
,21/03/2024,,47.00,30.83,16.17
1.00,,Gatorade Ponche Frutas 500ml,22.00,15.04,6.96
1.00,,Electrolit Coco 625ml,25.00,15.79,9.21
,21/03/2024,,40.00,33.35,6.65
1.00,,Ariel Oxianillos De 500gm,28.00,25.93,2.07
2.00,,Cigarro Marlboro Individual 1Pza,12.00,7.42,4.58
,21/03/2024,,8.00,0.38,7.62
2.00,,IMPRESION A COLORES,8.00,0.38,7.62
,21/03/2024,,64.50,54.15,10.35
1.00,,Mediacrema Lala 250g,14.50,12.57,1.93
0.20,,Queso De Hebra,25.00,21.21,3.79
0.23,,Queso Fresco,25.00,20.37,4.63
,21/03/2024,,13.00,10.96,2.04
1.00,,Axion 250 gr,13.00,10.96,2.04
,21/03/2024,,5.00,2.00,3.00
5.00,,Vaso Individual del #8 1pza,5.00,2.00,3.00
,21/03/2024,,10.00,8.48,1.52
1.00,,Mamut 44g 513700,10.00,8.48,1.52
,21/03/2024,,3.00,1.20,1.80
2.00,,Maxair Menta 2.8gr 2pastillas,3.00,1.20,1.80
,21/03/2024,,36.00,27.44,8.56
2.00,,Suavelastic Etapa 5 Individual Jumbo,16.00,10.64,5.36
1.00,,chips fuego 62g,20.00,16.80,3.20
,21/03/2024,,25.00,16.34,8.66
1.00,,Electrolit Uva 625 Ml,25.00,16.34,8.66
,21/03/2024,,10.00,7.97,2.03
0.14,,Jamon Rebanado Suly 1kg,10.00,7.97,2.03
,21/03/2024,,51.00,47.51,3.49
1.00,,Envios De Recargas,1.00,0.01,0.99
50.00,,RECARGAS XTREME (MULTICEL-MINISUPER),50.00,47.50,2.50
,21/03/2024,,96.00,23.31,72.69
1.00,,Cable Para Impresora 1pz,80.00,10.00,70.00
1.00,,Fijador Barber Style 200g,16.00,13.31,2.69
,21/03/2024,,51.00,47.51,3.49
1.00,,Envios De Recargas,1.00,0.01,0.99
50.00,,RECARGAS XTREME (MULTICEL-MINISUPER),50.00,47.50,2.50
,21/03/2024,,246.00,212.12,33.88
2.00,,Queso De Hebra,246.00,212.12,33.88
,21/03/2024,,27.00,21.99,5.01
1.00,,Pepsi 400 Ml,12.00,8.99,3.01
1.00,,Tabcin Active X Par Morada,15.00,13.00,2.00
,21/03/2024,,10.00,5.48,4.52
2.00,,Next C/U,10.00,5.48,4.52
,21/03/2024,,2.00,1.68,0.32
2.00,,Bombon Individual,2.00,1.68,0.32
,21/03/2024,,958.00,897.88,60.12
13.00,,Envios De Recargas,13.00,0.13,12.87
945.00,,ICSI Recargas Xtreme,945.00,897.75,47.25
,21/03/2024,,28.00,19.50,8.50
1.00,,Vaso Plastico #5 1/2 50pzas,28.00,19.50,8.50
,21/03/2024,,28.00,23.00,5.00
1.00,,coca cola 1.350 ml,28.00,23.00,5.00
,21/03/2024,,29.00,25.00,4.00
1.00,,Jumex Durazno 1 lt,29.00,25.00,4.00
,21/03/2024,,97.52,83.07,14.45
1.00,,Patrona 1 Litro,46.00,40.89,5.11
0.16,,Queso De Hebra,20.00,16.97,3.03
0.50,,Harina Selecta 1kg,11.00,8.41,2.59
1.00,,Canelita tentacion 73 g,20.52,16.80,3.72
,21/03/2024,,17.00,13.69,3.31
1.00,,Doritos 3D Nacho 50gr,17.00,13.69,3.31
,21/03/2024,,35.00,28.55,6.45
1.00,,Lala deslactosada 1lit,24.00,20.90,3.10
1.00,,Nescafe Clasico Sobre 14gr,11.00,7.65,3.35
,21/03/2024,,5.00,2.50,2.50
1.00,,Hielo Individual,5.00,2.50,2.50
,21/03/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,22/03/2024,,3.00,0.77,2.23
1.00,,Curita Adheciba $3.00Par,3.00,0.77,2.23
,22/03/2024,,44.00,30.85,13.15
1.00,,Agua Ciel 600ml 307906,10.00,7.79,2.21
2.00,,Magnus Sobre Omnilife 20g,34.00,23.06,10.94
,22/03/2024,,17.00,14.28,2.72
1.00,,Takis Dragon Sweet Chili 65g,17.00,14.28,2.72
,22/03/2024,,14.00,10.93,3.07
1.00,,Yoghurt Yoplait Piña Coco 220g 09123,14.00,10.93,3.07
,22/03/2024,,27.00,18.49,8.51
1.00,,Agua Ciel Mineralizada 2 Lts 305742,27.00,18.49,8.51
,22/03/2024,,18.00,13.57,4.43
1.00,,Fanta Naranja 600ml,18.00,13.57,4.43
,22/03/2024,,21.00,18.26,2.74
1.00,,Maseca Kg,21.00,18.26,2.74
,22/03/2024,,9.00,1.91,7.09
1.00,,Liston Color Amarillo 45mts,2.00,0.68,1.32
1.00,,Liston Color Naranja 45mts,2.00,0.68,1.32
5.00,,Abatelengua,5.00,0.55,4.45
,22/03/2024,,3.00,1.48,1.52
2.00,,Clorets Menta 2.8gr 2Pastillas,3.00,1.48,1.52
,22/03/2024,,26.00,17.68,8.32
2.00,,Yakult 80ml,20.00,14.00,6.00
2.00,,Clorets Plus 4pastillas,6.00,3.68,2.32
,22/03/2024,,1499.40,1464.75,34.65
1575.00,,MASTERXTREME MAYOREO RECARGA,1499.40,1464.75,34.65
,22/03/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,22/03/2024,,63.00,23.27,39.73
1.00,,Frijol Michigan Mustang Kg,39.00,1.45,37.55
1.00,,Ensueño Max F Primavera Zero Enjuague 850ml,24.00,21.82,2.18
,22/03/2024,,500.00,490.00,10.00
500.00,,MASTER SERVICIOS XTREME,500.00,490.00,10.00
,22/03/2024,,118.00,99.61,18.39
0.80,,Queso De Hebra,100.00,84.85,15.15
1.00,,Tortillina Del Hogar 220 g,18.00,14.76,3.24
,22/03/2024,,5.00,2.30,2.70
1.00,,Bolsa Basura Mediana 1pza,5.00,2.30,2.70
,22/03/2024,,15.00,8.54,6.46
1.00,,Servilleta Petalo Con 100hj,15.00,8.54,6.46
,22/03/2024,,32.00,21.48,10.52
1.00,,Mamut 44g 513700,10.00,8.48,1.52
2.00,,Yomi Lala Fresa 190ml,22.00,13.00,9.00
,22/03/2024,,50.00,42.42,7.58
0.40,,Queso De Hebra,50.00,42.42,7.58
,22/03/2024,,18.00,11.69,6.31
1.00,,Epura 1.5 lt,18.00,11.69,6.31
,22/03/2024,,17.00,13.95,3.05
1.00,,Queso Crema La Escondida 250g,17.00,13.95,3.05
,22/03/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,22/03/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,22/03/2024,,62.00,53.49,8.51
1.00,,HUEVO CRIO CONO 30PZ,62.00,53.49,8.51
,22/03/2024,,50.00,42.79,7.21
1.00,,Nutrileche 1pza,20.00,17.34,2.66
0.24,,Queso De Hebra,30.00,25.45,4.55
,22/03/2024,,48.00,36.78,11.22
1.00,,Pan Molido Crujiente 175g,28.00,22.96,5.04
0.41,,Salchijocho Pavo Any Agranel,20.00,13.82,6.18
,22/03/2024,,20.00,16.30,3.70
0.19,,Queso Fresco,20.00,16.30,3.70
,22/03/2024,,17.00,13.95,3.05
1.00,,Queso Crema La Escondida 250g,17.00,13.95,3.05
,22/03/2024,,4.00,0.38,3.62
2.00,,COPIA CREDENCIAL,4.00,0.38,3.62
,22/03/2024,,40.00,32.60,7.40
0.37,,Queso Fresco,40.00,32.60,7.40
,22/03/2024,,24.00,15.12,8.88
1.00,,Omniplus Sobre Omnilife,24.00,15.12,8.88
,22/03/2024,,25.00,16.85,8.15
1.00,,Tapa de Plastico Para Vaso Termico 1lt Y 1/2lt,25.00,16.85,8.15
,22/03/2024,,37.00,28.09,8.91
1.00,,Pepsi Jumbo 3Lt,37.00,28.09,8.91
,22/03/2024,,152.00,123.77,28.23
5.00,,Atun Herdez En Agua 90g,100.00,83.20,16.80
1.00,,HUEVO CRIO 1/2 CONO,32.00,26.75,5.25
0.41,,Salchijocho Pavo Any Agranel,20.00,13.82,6.18
,22/03/2024,,24.00,19.87,4.13
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
,22/03/2024,,12.00,8.50,3.50
1.00,,Bicarbonato de Sodio 100gr,12.00,8.50,3.50
,22/03/2024,,32.00,26.75,5.25
1.00,,HUEVO CRIO 1/2 CONO,32.00,26.75,5.25
,22/03/2024,,201.50,173.04,28.46
1.00,,Queso Crema La Escondida 250g,17.00,13.95,3.05
1.50,,Queso De Hebra,184.50,159.09,25.41
,22/03/2024,,17.00,13.95,3.05
1.00,,Queso Crema La Escondida 250g,17.00,13.95,3.05
,22/03/2024,,22.00,17.37,4.63
1.00,,NUTRILECHE FRIA 1PZ,22.00,17.37,4.63
,22/03/2024,,80.00,67.88,12.12
0.64,,Queso De Hebra,80.00,67.88,12.12
,22/03/2024,,24.00,20.90,3.10
1.00,,Lala deslactosada 1lit,24.00,20.90,3.10
,22/03/2024,,499.80,488.25,11.55
525.00,,MASTERXTREME MAYOREO RECARGA,499.80,488.25,11.55
,22/03/2024,,231.00,211.69,19.31
216.00,,Abono Clientes Pay Joy,216.00,211.68,4.32
1.00,,Comision Pay Joy,15.00,0.01,14.99
,22/03/2024,,18.00,11.51,6.49
1.00,,Chivacola Botella Omnilife 600ml,18.00,11.51,6.49
,22/03/2024,,81.00,66.00,15.00
0.75,,Queso Fresco,81.00,66.00,15.00
,22/03/2024,,255.00,224.61,30.39
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,PEPSI 3LTS PAQ 8PZ,250.00,224.61,25.39
,22/03/2024,,150.00,83.26,66.74
1.00,,Mouse inalámbrico,150.00,83.26,66.74
,22/03/2024,,17.00,11.53,5.47
1.00,,Magnus Sobre Omnilife 20g,17.00,11.53,5.47
,22/03/2024,,14.00,11.45,2.55
1.00,,Coca Cola 400ml,14.00,11.45,2.55
,22/03/2024,,40.00,33.94,6.06
0.32,,Queso De Hebra,40.00,33.94,6.06
,22/03/2024,,28.00,20.63,7.37
1.00,,Pepsi 400 Ml,12.00,8.99,3.01
1.00,,Chipotles Barcel MasProducto 65gr,16.00,11.64,4.36
,22/03/2024,,40.00,29.15,10.85
1.00,,Pepsi Jumbo 3Lt,37.00,28.09,8.91
1.00,,Bolsa individual Naylo Gde 1pz,3.00,1.06,1.94
,22/03/2024,,55.50,38.43,17.07
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
1.00,,Agua Ciel 600ml 307906,10.00,7.79,2.21
1.00,,Electrolit Naranja 625ml,25.00,16.38,8.62
3.00,,Clorets Menta 2.8gr 2Pastillas,4.50,2.22,2.28
,22/03/2024,,11.00,7.65,3.35
1.00,,Nescafe Clasico Sobre 14gr,11.00,7.65,3.35
,22/03/2024,,6.00,2.72,3.28
2.00,,Gasa Esterilizada Quirmex,6.00,2.72,3.28
,22/03/2024,,16.00,12.04,3.96
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
,22/03/2024,,32.00,24.41,7.59
1.00,,Agua Ciel 1lt 310883,13.00,9.21,3.79
1.00,,Coca Cola 600ml,19.00,15.20,3.80
,22/03/2024,,33.00,26.04,6.96
1.00,,Mini Barritas Fresa Tubo 222g,33.00,26.04,6.96
,22/03/2024,,13.00,12.60,0.40
1.00,,Runners 58g,13.00,12.60,0.40
,22/03/2024,,27.00,19.32,7.68
1.00,,Valle Frut Citrus 600ML 330683,16.00,12.82,3.18
1.00,,Yomi Chocolate 190ml,11.00,6.50,4.50
,22/03/2024,,26.00,20.67,5.33
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
,22/03/2024,,11.00,8.48,2.52
1.00,,Coca Cola 250ml Plastico,11.00,8.48,2.52
,22/03/2024,,442.00,420.23,21.77
1.00,,COCA COLA 2.5LT RET PAQ 8PZ,245.00,234.00,11.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,22/03/2024,,15.00,11.99,3.01
1.00,,Fritos Sal Y Limon 60g,15.00,11.99,3.01
,22/03/2024,,12.00,8.99,3.01
1.00,,Pepsi 400 Ml,12.00,8.99,3.01
,22/03/2024,,5.00,2.89,2.11
1.00,,NORTOMATE CAJA 2PZ,5.00,2.89,2.11
,22/03/2024,,16.00,8.80,7.20
2.00,,Cal 1kg,16.00,8.80,7.20
,22/03/2024,,202.00,186.23,15.77
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,22/03/2024,,30.00,23.80,6.20
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
1.00,,coca cola 1.350 ml,28.00,23.00,5.00
,22/03/2024,,419.00,215.00,204.00
1.00,,Senwa Disco S301A 290124 KIT,419.00,215.00,204.00
,22/03/2024,,202.00,186.23,15.77
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,22/03/2024,,24.00,14.84,9.16
4.00,,Cigarro Marlboro Individual 1Pza,24.00,14.84,9.16
,22/03/2024,,50.00,42.80,7.20
1.00,,Bolero Negro 90ml,30.00,27.86,2.14
1.00,,Bolero Liquida  Negro 60ml,20.00,14.94,5.06
,22/03/2024,,23.00,16.18,6.82
1.00,,Cinta Transparente Grande,23.00,16.18,6.82
,22/03/2024,,11.00,6.80,4.20
1.00,,Epura 600 ml,11.00,6.80,4.20
,22/03/2024,,273.00,252.85,20.15
258.00,,Abono Clientes Pay Joy,258.00,252.84,5.16
1.00,,Comision Pay Joy,15.00,0.01,14.99
,22/03/2024,,64.00,43.54,20.46
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
2.00,,Bolsa Basura Grande 1pza,18.00,7.58,10.42
1.00,,Bubbaloo Pik Pop Piña Chamoy 1pz,2.00,1.69,0.31
2.00,,Clorets Menta 2.8gr 2Pastillas,3.00,1.48,1.52
1.00,,Paleta cupido vero fresa,3.00,1.75,1.25
,22/03/2024,,50.00,40.74,9.26
0.46,,Queso Fresco,50.00,40.74,9.26
,22/03/2024,,29.00,20.08,8.92
1.00,,Powermaker Sobre Omnilife,29.00,20.08,8.92
,22/03/2024,,19.00,15.20,3.80
1.00,,Coca Cola 600ml,19.00,15.20,3.80
,22/03/2024,,18.00,11.69,6.31
1.00,,Epura 1.5 lt,18.00,11.69,6.31
,22/03/2024,,48.00,39.01,8.99
1.00,,Pan bimbo Blanco Grande 640g,48.00,39.01,8.99
,22/03/2024,,39.00,30.31,8.69
3.00,,Vaso Individual del #8 1pza,3.00,1.20,1.80
1.00,,Valle Frut Citrus 3lt,36.00,29.11,6.89
,22/03/2024,,45.00,31.83,13.17
1.00,,Ego Frutas omnilife lata 355ml,45.00,31.83,13.17
,22/03/2024,,18.00,13.57,4.43
1.00,,Fresca 600ml,18.00,13.57,4.43
,22/03/2024,,15.00,11.67,3.33
1.00,,Runners Fuego 72g,15.00,11.67,3.33
,22/03/2024,,16.00,12.04,3.96
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
,22/03/2024,,3.00,1.70,1.30
2.00,,Bubbaloo Fresa 5.1gr,3.00,1.70,1.30
,22/03/2024,,17.00,13.69,3.31
1.00,,Sabritas Limon Chicas 45g,17.00,13.69,3.31
,22/03/2024,,71.00,51.05,19.95
0.16,,Queso De Hebra,20.00,17.04,2.96
1.00,,HUEVO CRIO 1/2 CONO,32.00,26.75,5.25
4.00,,COPIA CREDENCIAL,8.00,0.76,7.24
1.00,,Yomi Chocolate 190ml,11.00,6.50,4.50
,22/03/2024,,37.00,28.09,8.91
1.00,,Pepsi Jumbo 3Lt,37.00,28.09,8.91
,22/03/2024,,10.00,5.00,5.00
2.00,,Hielo Individual,10.00,5.00,5.00
,22/03/2024,,13.50,11.62,1.88
0.50,,Azucar 1 Kg,13.50,11.62,1.88
,22/03/2024,,40.00,32.60,7.40
0.37,,Queso Fresco,40.00,32.60,7.40
,22/03/2024,,24.00,20.69,3.31
1.00,,Patrona 500 ml,24.00,20.69,3.31
,22/03/2024,,16.00,12.60,3.40
1.00,,Hot Nuts Original 82g,16.00,12.60,3.40
,22/03/2024,,20.00,16.30,3.70
0.19,,Queso Fresco,20.00,16.30,3.70
,22/03/2024,,31.00,21.96,9.04
1.00,,Power Mora 1 Lt,31.00,21.96,9.04
,22/03/2024,,30.00,20.67,9.33
1.00,,Fideo #2 La Moderna,9.00,6.55,2.45
2.00,,Suavelastic Etapa 5 Individual Jumbo,16.00,10.64,5.36
1.00,,NORSUIZA CAJITA 2PZA,5.00,3.48,1.52
,22/03/2024,,5.00,4.20,0.80
5.00,,Bombon Individual,5.00,4.20,0.80
,22/03/2024,,32.00,26.75,5.25
1.00,,HUEVO CRIO 1/2 CONO,32.00,26.75,5.25
,22/03/2024,,13.00,11.00,2.00
1.00,,Yoghurt Yoplait Durazno 220gr 9122,13.00,11.00,2.00
,22/03/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,22/03/2024,,24.00,19.87,4.13
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
,22/03/2024,,14.00,11.13,2.87
1.00,,Cheetos Torcido Naranja 52g,14.00,11.13,2.87
,22/03/2024,,23.00,18.48,4.52
1.00,,Pepsi 1.5Lt,23.00,18.48,4.52
,22/03/2024,,17.00,13.69,3.31
1.00,,Sabrita Habanero,17.00,13.69,3.31
,22/03/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,22/03/2024,,35.00,29.25,5.75
1.00,,Coca Retornable 2.5 Lts,35.00,29.25,5.75
,22/03/2024,,12.00,8.99,3.01
1.00,,Pepsi 400 Ml,12.00,8.99,3.01
,22/03/2024,,518.00,484.58,33.42
8.00,,Envios De Recargas,8.00,0.08,7.92
510.00,,RECARGAS XTREME (MULTICEL-MINISUPER),510.00,484.50,25.50
,22/03/2024,,3.00,1.84,1.16
1.00,,Clorets Plus 4pastillas,3.00,1.84,1.16
,22/03/2024,,24.00,19.87,4.13
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
,22/03/2024,,21.00,18.26,2.74
1.00,,Maseca Kg,21.00,18.26,2.74
,22/03/2024,,31.00,25.42,5.58
1.00,,Cremax Fresa de Nieve 213g 121400,31.00,25.42,5.58
,22/03/2024,,202.00,186.23,15.77
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,22/03/2024,,72.00,59.41,12.59
0.40,,Queso De Hebra,50.00,42.60,7.40
1.00,,Harina Selecta 1kg,22.00,16.81,5.19
,22/03/2024,,22.50,16.02,6.48
9.00,,Huevo Crio Individual 1pza,22.50,16.02,6.48
,22/03/2024,,15.00,10.68,4.32
6.00,,Huevo Crio Individual 1pza,15.00,10.68,4.32
,22/03/2024,,16.00,14.26,1.74
1.00,,Envios De Recargas,1.00,0.01,0.99
15.00,,RECARGAS XTREME (MULTICEL-MINISUPER),15.00,14.25,0.75
,22/03/2024,,202.00,186.23,15.77
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,22/03/2024,,69.63,58.21,11.42
0.32,,Queso De Hebra,39.63,33.76,5.87
0.28,,Queso Fresco,30.00,24.45,5.55
,22/03/2024,,64.00,53.03,10.97
1.00,,Coca Retornable 2.5 Lts,35.00,29.25,5.75
1.00,,Mantecadas Vainilla C/6pzas 187.5gr,29.00,23.78,5.22
,22/03/2024,,1.00,0.84,0.16
1.00,,Bombon Individual,1.00,0.84,0.16
,22/03/2024,,52.00,1.68,50.32
2.00,,Bombon Individual,2.00,1.68,0.32
5.00,,CURP EN OPALINA,50.00,0.00,50.00
,22/03/2024,,18.00,14.28,3.72
1.00,,Trikitrakes 85g,18.00,14.28,3.72
,22/03/2024,,23.00,18.48,4.52
1.00,,Pepsi 1.5Lt,23.00,18.48,4.52
,22/03/2024,,12.00,7.42,4.58
2.00,,Cigarro Marlboro Individual 1Pza,12.00,7.42,4.58
,22/03/2024,,28.00,22.90,5.10
2.00,,Coca Cola 400ml,28.00,22.90,5.10
,22/03/2024,,24.00,19.87,4.13
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
,22/03/2024,,17.00,13.44,3.56
1.00,,Barritas Fresa Mas Galleta 75g,17.00,13.44,3.56
,22/03/2024,,5.00,2.30,2.70
1.00,,Bolsa Basura Mediana 1pza,5.00,2.30,2.70
,22/03/2024,,18.00,14.28,3.72
1.00,,Trikitrakes 85g,18.00,14.28,3.72
,22/03/2024,,10.00,7.36,2.64
4.00,,Head Shoulders Sobre Suave Y Manejanble 10ml,10.00,7.36,2.64
,22/03/2024,,30.00,26.04,3.96
1.00,,Runners 58g,13.00,12.60,0.40
1.00,,Takis Fuego Mas Picante 65g,17.00,13.44,3.56
,22/03/2024,,9.00,6.72,2.28
1.00,,Rocko 44g,9.00,6.72,2.28
,22/03/2024,,30.00,20.67,9.33
3.00,,Treda 129mg C/U,30.00,20.67,9.33
,22/03/2024,,27.00,18.09,8.91
1.00,,Nectar Valle Mango Cristal 413ml,18.00,12.18,5.82
1.00,,Halls Cereza,9.00,5.91,3.09
,22/03/2024,,101.00,95.01,5.99
1.00,,Envios De Recargas,1.00,0.01,0.99
100.00,,RECARGAS XTREME (MULTICEL-MINISUPER),100.00,95.00,5.00
,22/03/2024,,58.00,45.21,12.79
1.00,,Baygon Total 400ml,52.00,41.00,11.00
1.00,,Navaja Gillette Individual,6.00,4.21,1.79
,22/03/2024,,68.50,55.83,12.67
1.00,,Mermelada Fresa Clemente Jacques 270g,22.00,19.05,2.95
1.00,,Queso Philadelphia 190g 8602,46.50,36.78,9.72
,22/03/2024,,17.50,14.50,3.00
1.00,,Yoghurt Yoplait Durazno 330gr 9261,17.50,14.50,3.00
,22/03/2024,,13.00,10.17,2.83
1.00,,Chocolatines 42g Gamesa,13.00,10.17,2.83
,22/03/2024,,3.00,1.48,1.52
2.00,,Clorets Menta 2.8gr 2Pastillas,3.00,1.48,1.52
,22/03/2024,,18.00,12.04,5.96
1.00,,Agua Ciel  Mineralizada 600ml 308248,18.00,12.04,5.96
,22/03/2024,,37.00,27.00,10.00
1.00,,Obao Citrus 65g,37.00,27.00,10.00
,22/03/2024,,30.00,25.56,4.44
0.24,,Queso De Hebra,30.00,25.56,4.44
,22/03/2024,,17.50,14.50,3.00
1.00,,Yoghurt Yoplait Fresa 330g 9112,17.50,14.50,3.00
,22/03/2024,,24.00,17.69,6.31
1.00,,Agua Ciel 1lt 310883,13.00,9.21,3.79
1.00,,Coca Cola 250ml Plastico,11.00,8.48,2.52
,22/03/2024,,10.00,7.79,2.21
1.00,,Agua Ciel 600ml 307906,10.00,7.79,2.21
,22/03/2024,,22.00,16.80,5.20
1.00,,Principe Chocolate +2,22.00,16.80,5.20
,22/03/2024,,49.00,39.13,9.87
1.00,,Ruffles Mega Crunch Salsa Rojo 55gr,17.00,13.69,3.31
1.00,,Takis Fuego Mas Picante 65g,17.00,13.44,3.56
1.00,,Leche Hersheys chocolate 200ml,15.00,12.00,3.00
,22/03/2024,,17.00,13.69,3.31
1.00,,Ruffles Queso 52g,17.00,13.69,3.31
,22/03/2024,,55.50,41.00,14.50
0.50,,Whiskas 1kg,26.50,21.55,4.95
1.00,,Pasta Dental Oral B,29.00,19.45,9.55
,22/03/2024,,51.00,47.51,3.49
1.00,,Envios De Recargas,1.00,0.01,0.99
50.00,,RECARGAS XTREME (MULTICEL-MINISUPER),50.00,47.50,2.50
