Documento,Cantidad,Fecha,Producto,Precio,Total
Ticket,,19/04/2024,,,
PZA,1,,Power Mora 1 Lt,31,31
Ticket,,19/04/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,19/04/2024,,,
PZA,2,,Aspirina Efervescente C/U,6,12
PZA,1,,Senzao Guarana 2lts,31,31
Ticket,,19/04/2024,,,
PZA,1,,Karameladas Pop 110 g,15,15
Ticket,,19/04/2024,,,
PZA,1,,Chicharron De Cerdo 30g,12,12
PZA,1,,Pepsi 600 Ml,17,17
PZA,1,,Marcador Permanente Sharpie Fino,19,19
Ticket,,19/04/2024,,,
PZA,3,,Huevo Crio Individual 1pza,3,9
Ticket,,19/04/2024,,,
PZA,1,,Epura 600 ml,11,11
Ticket,,19/04/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,19/04/2024,,,
PZA,4,,Envios De Recargas,1,4
,,,,,
PZA,115,,RECARGAS XTREME (MULTICEL-MINISUPER),1,115
Ticket,,19/04/2024,,,
PZA,1,,Coca Cola 600ml,19,19
PZA,1,,Agua Ciel 600ml 307906,10,10
Ticket,,19/04/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,50,,RECARGAS XTREME (MULTICEL-MINISUPER),1,50
Ticket,,19/04/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,100,,RECARGAS XTREME (MULTICEL-MINISUPER),1,100
PZA,1,,Monster Energy 473ml,35,35
Ticket,,19/04/2024,,,
PZA,0.42,,Queso Fresco,108,45
Ticket,,19/04/2024,,,
PZA,1,,COCA COLA 2.5LT RET PAQ 8PZ,245,245
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,19/04/2024,,,
PZA,0.14,,Queso Fresco,108,15
PZA,1,,Patrona 500 ml,24,24
Ticket,,19/04/2024,,,
PZA,0.16,,Queso De Hebra,125,20
Ticket,,19/04/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,19/04/2024,,,
PZA,0.14,,Jamon Rebanado Suly 1kg,69,10
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,19/04/2024,,,
PZA,1,,Sabritas Receta Crujiente Flamin Hot 49gr,17,17
PZA,2,,BubuLubu Ricolino 35g,10,20
Ticket,,19/04/2024,,,
PZA,1,,Chocolatines 42g Gamesa,13,13
PZA,1,,Fanta Naranja 600ml,18,18
PZA,1,,chips fuego 62g,20,20
Ticket,,19/04/2024,,,
PZA,1,,Coca Cola 400ml,14,14
PZA,1,,Cheetos Torcido Naranja 52g,14,14
Ticket,,19/04/2024,,,
PZA,1,,coca cola 1.350 ml,28,28
,,,,,
Ticket,,19/04/2024,,,
PZA,1,,Pancrema 151g,13,13
Ticket,,19/04/2024,,,
PZA,1,,BubuLubu Ricolino 35g,10,10
Ticket,,19/04/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,19/04/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,19/04/2024,,,
PZA,2,,Whiskas Filete De Atun 85g,12,24
Ticket,,19/04/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,19/04/2024,,,
PZA,1,,Teatino Maracuya Sobre,25,25
Ticket,,19/04/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,19/04/2024,,,
PZA,1,,"Tix Tix Sabor Sandia, Mango y Frutos Rojos 12g",11,11
Ticket,,19/04/2024,,,
PZA,1,,QUESO CREMA 1 BARRA,53,53
Ticket,,19/04/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,19/04/2024,,,
PZA,945,,MASTER TMAC MAYOREO RECARGA,0.95,900.02
Ticket,,19/04/2024,,,
PZA,1,,Bubbaloo Fresa 5.1gr,1.5,1.5
PZA,2,,Bubbaloo Pik Pop Piña Chamoy 1pz,2,4
PZA,1,,Sidral Munded Jumbo 3 Lts,38,38
Ticket,,19/04/2024,,,
PZA,0.43,,Jamon Rebanado Suly 1kg,69,30
Ticket,,19/04/2024,,,
PZA,1,,Patrona 500 ml,24,24
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
Ticket,,19/04/2024,,,
PZA,0.43,,Jamon Rebanado Suly 1kg,69,30
PZA,0.32,,Queso De Hebra,125,40
Ticket,,19/04/2024,,,
,,,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,19/04/2024,,,
PZA,6,,HUEVO CRIO CONO 30PZ,70,420
Ticket,,19/04/2024,,,
PZA,1,,Fresca 600ml,18,18
PZA,12,,COPIA CREDENCIAL,2,24
Ticket,,19/04/2024,,,
PZA,1,,Vaso de Unicel #8 Paq 25pzas,16,16
Ticket,,19/04/2024,,,
PZA,1,,Corrector cuatitos shely 7ml,15,15
Ticket,,19/04/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
PZA,1,,Trident Menta 4 past 5.2gr,3,3
Ticket,,19/04/2024,,,
PZA,1,,Choco roles black 80g,23,23
PZA,1,,Sabritas Sal Original 45g,17,17
Ticket,,19/04/2024,,,
PZA,1,,Fritos Con Chorizo 60g,15,15
Ticket,,19/04/2024,,,
PZA,1,,Doritos Nacho 61gr,17,17
Ticket,,19/04/2024,,,
PZA,1,,Cartulina Azul,6,6
PZA,1,,Cartulina Rosa,6,6
Ticket,,19/04/2024,,,
PZA,1,,Monster Energy 473ml,35,35
Ticket,,19/04/2024,,,
PZA,0.5,,Azucar 1 Kg,25,12.5
PZA,1,,Nutrileche 1pza,20,20
Ticket,,19/04/2024,,,
PZA,1,,Vogue Higienico De Rollo Ind,8,8
Ticket,,19/04/2024,,,
PZA,1,,Trident Menta 4 past 5.2gr,3,3
Ticket,,19/04/2024,,,
PZA,1,,Bubbaloo Fresa 5.1gr,1.5,1.5
Ticket,,19/04/2024,,,
PZA,3,,Suavelastic Etapa 5 Individual Jumbo,8,24
Ticket,,19/04/2024,,,
PZA,1,,Roles De Canela Pasas 365g,41,41
,,,,,
Ticket,,19/04/2024,,,
PZA,2,,Aspirina Tableta 500mg C/U,3,6
PZA,1,,Nivea Lata Chica 20gr,32,32
Ticket,,19/04/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,1,,Jarrito 3lts Sabores Surtidos,35,35
PZA,1,,Jumex Fresh 3lt,37,37
Ticket,,19/04/2024,,,
PZA,1,,VASO #8 BOSCO PAQ 50PZ,31,31
Ticket,,19/04/2024,,,
PZA,1,,HUEVO CRIO CONO 30PZ,71,71
Ticket,,19/04/2024,,,
PZA,1,,HUEVO CRIO CONO 30PZ,71,71
Ticket,,19/04/2024,,,
PZA,6,,HUEVO CRIO CONO 30PZ,70,420
Ticket,,19/04/2024,,,
PZA,1,,Queso De Hebra,123,123
Ticket,,19/04/2024,,,
PZA,3,,Cal 1kg,8,24
Ticket,,19/04/2024,,,
PZA,5,,Envios De Recargas,1,5
PZA,200,,RECARGAS XTREME (MULTICEL-MINISUPER),1,200
Ticket,,19/04/2024,,,
PZA,1,,Whiskas Filete De Atun 85g,12,12
Ticket,,19/04/2024,,,
PZA,1,,Vogue Higienico De Rollo Ind,8,8
Ticket,,19/04/2024,,,
PZA,1,,Senwa Klick S219T 354162700874159 Negro Servicel ,599,599
Ticket,,19/04/2024,,,
PZA,1,,Nectar Valle Piña 1L,29,29
Ticket,,19/04/2024,,,
PZA,1,,Familiar XL 600hjas 4rollos,31,31
Ticket,,19/04/2024,,,
PZA,2,,Nutrileche 1pza,20,40
Ticket,,19/04/2024,,,
PZA,1,,Cartulina Blanca,6,6
Ticket,,19/04/2024,,,
PZA,1,,Pancrema 151g,13,13
,,,,,
Ticket,,19/04/2024,,,
PZA,735,,ICSI Recargas Xtreme,1,735
PZA,11,,Envios De Recargas,1,11
Ticket,,19/04/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
PZA,0.41,,Salchijocho Pavo Any Agranel,49,20
Ticket,,19/04/2024,,,
PZA,1,,Queso philadelphia 90gr 8628,26,26
PZA,1,,Mediacrema Nestle lata 225g,18,18
Ticket,,19/04/2024,,,
PZA,1,,Coca Cola 250ml Plastico,11,11
PZA,1,,Yomi Lala Fresa 190ml,11,11
Ticket,,19/04/2024,,,
PZA,1,,Cremax De Nieve Chocolate 90g 065600,19,19
PZA,1,,Big Mix Queso 75g,17,17
Ticket,,19/04/2024,,,
PZA,1,,Doritos Flamin Hot 62gm,17,17
Ticket,,19/04/2024,,,
PZA,1,,Jamon Americano Pavo 196g 2364,40,40
Ticket,,19/04/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,19/04/2024,,,
PZA,3,,Bombon Individual,1,3
PZA,1,,Doritos Pizzerolas 61g,17,17
Ticket,,19/04/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,19/04/2024,,,
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
Ticket,,19/04/2024,,,
PZA,1,,Ajo 1pza,6,6
PZA,0.5,,Queso De Hebra,125,62.5
Ticket,,19/04/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,20,,RECARGAS XTREME (MULTICEL-MINISUPER),1,20
Ticket,,20/04/2024,,,
PZA,1,,Bolsa Basura Grande 1pza,9,9
Ticket,,20/04/2024,,,
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
,,,,,
PZA,1,,Agua Ciel Mineralizada 2 Lts 305742,27,27
Ticket,,20/04/2024,,,
PZA,4,,Sobre Manila Esquela No203 Mediano (160x240mm),3.5,14
Ticket,,20/04/2024,,,
PZA,2,,Teatino Maracuya Sobre,25,50
PZA,2,,Powermaker Sobre Omnilife,29,58
PZA,2,,ACTUA SUPREME SOBRE 5GR,30,60
PZA,2,,Homo Omnilife 1sobre,18.5,37
Ticket,,20/04/2024,,,
PZA,1,,Bolsa Basura Mediana 1pza,5,5
Ticket,,20/04/2024,,,
PZA,1,,Jamaica bolsa 100gr,19,19
Ticket,,20/04/2024,,,
PZA,1,,Yoghurt Yoplait Durazno 330gr 9261,17.5,17.5
Ticket,,20/04/2024,,,
PZA,0.16,,Queso De Hebra,125,20
Ticket,,20/04/2024,,,
PZA,0.36,,Queso De Hebra,125,45
Ticket,,20/04/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
PZA,0.24,,Queso De Hebra,125,30
Ticket,,20/04/2024,,,
PZA,1,,Nectar Valle Mango Cristal 413ml,18,18
Ticket,,20/04/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,20/04/2024,,,
PZA,1,,Panquecito Gotitas Chocolate 2pza 140g,23,23
PZA,1,,Pancrema 151g,13,13
Ticket,,20/04/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,20/04/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
Ticket,,20/04/2024,,,
PZA,2,,Jabon Leon Alto Poder 350gr,20,40
Ticket,,20/04/2024,,,
PZA,0.32,,Queso De Hebra,125,40
Ticket,,20/04/2024,,,
PZA,0.16,,Queso De Hebra,125,20
,,,,,
PZA,1,,Mediacrema Lala 250g,15,15
Ticket,,20/04/2024,,,
PZA,1,,Mediacrema Lala 250g,15,15
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
PZA,1,,Totopos 280G Normal,32,32
PZA,1,,Yoghurt Yoplait Piña Coco 330gr 9111,18,18
PZA,1,,Yoghurt Yoplait Fresa 330g 9112,17.5,17.5
PZA,0.25,,Queso Fresco,108,27
Ticket,,20/04/2024,,,
PZA,1,,Mantequilla Primavera Barra,20,20
PZA,1,,Prestobarba Permasharp,10,10
Ticket,,20/04/2024,,,
PZA,1,,Curita Adheciba $3.00Par,3,3
Ticket,,20/04/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,20/04/2024,,,
PZA,0.4,,Queso De Hebra,125,50
Ticket,,20/04/2024,,,
PZA,1,,PEPSI 3LTS PAQ 8PZ,250,250
Ticket,,20/04/2024,,,
PZA,0.37,,Queso Fresco,108,40
PZA,0.28,,Queso De Hebra,125,35
Ticket,,20/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,20/04/2024,,,
PZA,0.28,,Queso De Hebra,125,35
Ticket,,20/04/2024,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,20/04/2024,,,
PZA,1,,Vaso de Unicel #8 Paq 25pzas,16,16
PZA,1,,Doritos Incognito 61g,17,17
PZA,1,,Emperador Piruetas 115g 101112,19,19
PZA,1,,Big Mix Queso 75g,17,17
PZA,1,,Senzao Guarana 2lts,31,31
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,20/04/2024,,,
PZA,0.32,,Queso De Hebra,125,40
,,,,,
Ticket,,20/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,20/04/2024,,,
PZA,2,,Atun Nair Aceite 130g,14,28
PZA,0.29,,Jamon Rebanado Suly 1kg,69,20
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
Ticket,,20/04/2024,,,
PZA,1,,Arroz 1kg,19.5,19.5
Ticket,,20/04/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
PZA,3,,Huevo Crio Individual 1pza,3,9
Ticket,,20/04/2024,,,
PZA,1,,Paketaxo Botanero 70g,18,18
Ticket,,20/04/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,20/04/2024,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
PZA,1,,Nectar Valle Mango Cristal 413ml,18,18
PZA,1,,Valle Frut Citrus 3lt,36,36
Ticket,,20/04/2024,,,
PZA,0.22,,Jamon Rebanado Suly 1kg,69,15
PZA,0.31,,Salchijocho Pavo Any Agranel,49,15
Ticket,,20/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
PZA,1,,Sidral Mundet 600ml,18,18
PZA,1,,Electrolit Uva 625 Ml,25,25
Ticket,,20/04/2024,,,
PZA,1,,Agua Ciel 600ml 307906,10,10
PZA,1,,Optimus Sobre Omnilife,16.5,16.5
PZA,1,,Magnus Sobre Omnilife 20g,17,17
Ticket,,20/04/2024,,,
PZA,0.16,,Queso De Hebra,125,20
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,20/04/2024,,,
PZA,1,,Electrolit Fresa 625 Ml,25,25
PZA,1,,Valle Frut Citrus 3lt,36,36
Ticket,,20/04/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
,,,,,
Ticket,,20/04/2024,,,
PZA,1,,Panquecito Gotitas Chocolate 2pza 140g,23,23
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,20/04/2024,,,
PZA,1,,chips fuego 62g,20,20
PZA,1,,Doritos Nacho 61gr,17,17
PZA,1,,Codito Numero 2,9,9
PZA,1,,Mediacrema Lala 250g,15,15
Ticket,,20/04/2024,,,
PZA,1,,Lors Snack 10p 98g,14,14
PZA,1,,Valle Frut Citrus 2 Litros 330461,30,30
PZA,1,,Paketaxo Xtra Flamin Hot 70gr,18,18
Ticket,,20/04/2024,,,
PZA,1,,Chivacola Botella Omnilife 600ml,18,18
PZA,1,,Mantecadas Nuez C/6pzas 184.5gr,29,29
PZA,1,,Yogurth Yoplait Fresa 470gr 9757,24.5,24.5
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,20/04/2024,,,
PZA,1,,Cerillo Flama Grande,7,7
Ticket,,20/04/2024,,,
PZA,1,,Delaware Punch 2L,29,29
Ticket,,20/04/2024,,,
PZA,0.19,,Queso Fresco,108,20
Ticket,,20/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,20/04/2024,,,
PZA,1,,Senzao Guarana 600ml 8330,18,18
Ticket,,20/04/2024,,,
PZA,1,,Pan Molido Bimbo Clasico 210g,28,28
Ticket,,20/04/2024,,,
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
PZA,1,,HUEVO CRIO CONO 30PZ,71,71
PZA,0.22,,Jamon Rebanado Suly 1kg,69,15
Ticket,,20/04/2024,,,
PZA,3,,Vaso Individual del #8 1pza,1,3
PZA,1,,Sidral Mundet Manzana-Durazno 2L,30,30
Ticket,,20/04/2024,,,
PZA,1,,Comision Pay Joy,15,15
,,,,,
PZA,147,,Abono Clientes Pay Joy,1,147
Ticket,,20/04/2024,,,
PZA,1,,Fanta Fresa 600ml,18,18
Ticket,,20/04/2024,,,
PZA,1,,Mediacrema Lala 250g,15,15
Ticket,,20/04/2024,,,
PZA,525,,MASTERXTREME MAYOREO RECARGA,0.95,499.8
Ticket,,20/04/2024,,,
PZA,1,,Chicharron De Cerdo 30g,12,12
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,20/04/2024,,,
PZA,1,,Cargador Original Tipo C Samsung,220,220
Ticket,,20/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,20/04/2024,,,
PZA,5,,Vaso Individual del #8 1pza,1,5
Ticket,,20/04/2024,,,
PZA,525,,MASTERXTREME MAYOREO RECARGA,0.95,499.8
Ticket,,20/04/2024,,,
PZA,525,,MASTERXTREME MAYOREO RECARGA,0.95,499.8
Ticket,,20/04/2024,,,
PZA,1,,Choco roles black 80g,23,23
PZA,0.01,,Chile Guajillo 1pza,200,2.4
PZA,1,,Ruffles Mega Crunch Jalapeño 50g,17,17
PZA,1,,Doritos Nacho 61gr,17,17
PZA,1,,Coca Jumbo 3lts 4745,50,50
PZA,1,,Paketaxo Quexo Gde  200gm,53,53
PZA,1,,Nectar Valle De Durazno 1 Lt 333851,28,28
PZA,1,,LALA DESLACTOSADA FRIA,27,27
PZA,4,,Gelatina Lala General 125gr 020556,7,28
Ticket,,20/04/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
Ticket,,20/04/2024,,,
PZA,1,,Foca 500gr,24,24
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,20/04/2024,,,
PZA,0.19,,Queso Fresco,108,20
Ticket,,20/04/2024,,,
,,,,,
PZA,2,,Vuala Chocolate 1pza,17,34
Ticket,,20/04/2024,,,
PZA,1,,Coca Lata 355ml,20,20
Ticket,,20/04/2024,,,
PZA,1,,Senzao Guarana 2lts,31,31
Ticket,,20/04/2024,,,
PZA,1,,Vuala Chocolate 1pza,17,17
Ticket,,20/04/2024,,,
PZA,1,,Nectar Valle Durazno Cristal 413ml,18,18
PZA,1,,Queso De Hebra,123,123
Ticket,,20/04/2024,,,
PZA,0.5,,Queso De Hebra,125,62.5
Ticket,,20/04/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
Ticket,,20/04/2024,,,
PZA,1,,Electrolit Coco 625ml,25,25
Ticket,,20/04/2024,,,
PZA,1,,Comision Pay Joy,15,15
PZA,258,,Abono Clientes Pay Joy,1,258
Ticket,,20/04/2024,,,
PZA,1,,Cerillo Flama Grande,7,7
Ticket,,20/04/2024,,,
PZA,1,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29,29
Ticket,,20/04/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
PZA,1,,Queso De Hebra,123,123
Ticket,,20/04/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,20/04/2024,,,
PZA,1,,Head Shoulders Suave  Y Manjable 180ml,30,30
Ticket,,20/04/2024,,,
PZA,4,,Envios De Recargas,1,4
PZA,165,,RECARGAS XTREME (MULTICEL-MINISUPER),1,165
Ticket,,20/04/2024,,,
PZA,2,,Trident Menta 4 past 5.2gr,3,6
Ticket,,20/04/2024,,,
PZA,2,,Bubbaloo Fresa 5.1gr,1.5,3
Ticket,,20/04/2024,,,
,,,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,20/04/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,1,,Electrolit Fresa 625 Ml,25,25
PZA,1,,Electrolit Coco 625ml,25,25
PZA,1,,Electrolit Uva 625 Ml,25,25
Ticket,,20/04/2024,,,
PZA,1,,Yoghurt Yoplait Fresa 330g 9112,17.5,17.5
Ticket,,20/04/2024,,,
PZA,1,,Cacahuate Karate 110g,19,19
PZA,2,,chips fuego 62g,20,40
PZA,0.28,,Queso Fresco,108,30
Ticket,,20/04/2024,,,
PZA,1,,Samsung A14 SM-A145M 128GB 4RAM 050424,3749,3749
Ticket,,20/04/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,20/04/2024,,,
PZA,1,,Vive 100 Guarana Botella 500ml,16,16
Ticket,,20/04/2024,,,
PZA,2,,Vuala Chocolate 1pza,17,34
Ticket,,20/04/2024,,,
PZA,2,,Doritos Pizzerolas 61g,17,34
Ticket,,20/04/2024,,,
PZA,1,,Axion 250 gr,13,13
PZA,2,,Atun Nair Aceite 130g,14,28
PZA,1,,Foca 500gr,24,24
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
Ticket,,20/04/2024,,,
PZA,1,,Flanax 550 C/Uno,13,13
PZA,1,,Yogurth Yoplait Fresa 470gr 9757,24.5,24.5
PZA,1,,Yoghurt Yoplait Fresa 330g 9112,17.5,17.5
Ticket,,20/04/2024,,,
PZA,1,,Nito 1Pza 62g,15,15
PZA,1,,Chocolatines 42g Gamesa,13,13
Ticket,,20/04/2024,,,
PZA,1,,Alpura Chocolate 200ml Chocopower,11,11
Ticket,,20/04/2024,,,
PZA,400,,Pay Joy Pago Inicial,1,400
,,,,,
Ticket,,20/04/2024,,,
PZA,1,,Cabeza de Cargador USB C,120,120
Ticket,,20/04/2024,,,
PZA,1,,Mantequilla La Villita 90gr,14,14
PZA,1,,Pure De Tomate Del Fuerte 345g,16,16
PZA,1,,Mediacrema Lala 480ml,26,26
PZA,3,,Espagueti 200 gr,9,27
Ticket,,20/04/2024,,,
PZA,3,,Cigarro Marlboro Individual 1Pza,6,18
Ticket,,20/04/2024,,,
PZA,1,,Saladita 186GM,19,19
Ticket,,20/04/2024,,,
PZA,1,,Pan Bimbo blanco Chico 360gr,37,37
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,20/04/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
Ticket,,20/04/2024,,,
PZA,1,,Navaja Gillette Individual,6,6
Ticket,,20/04/2024,,,
PZA,0.5,,Harina Selecta 1kg,22,11
PZA,0.24,,Queso De Hebra,125,30
Ticket,,20/04/2024,,,
PZA,1,,COPIA CREDENCIAL,2,2
Ticket,,20/04/2024,,,
PZA,1,,Jamon Rebanado Suly 1kg,67,67
Ticket,,20/04/2024,,,
PZA,2,,Bubbaloo Fresa 5.1gr,1.5,3
Ticket,,20/04/2024,,,
PZA,1,,Saladita 186GM,19,19
Ticket,,20/04/2024,,,
PZA,1,,Yomi Chocolate 190ml,11,11
Ticket,,20/04/2024,,,
PZA,3,,Tang De Fresa 25g,6,18
Ticket,,20/04/2024,,,
PZA,1,,Emperador Chocolate 10p 109g 101104,19,19
PZA,1,,Coca Cola 600ml,19,19
Ticket,,20/04/2024,,,
PZA,2,,Hojas De Colores,1.5,3
,,,,,
Ticket,,20/04/2024,,,
PZA,1575,,MASTERXTREME MAYOREO RECARGA,0.95,1499.4
Ticket,,20/04/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,20/04/2024,,,
PZA,1050,,MASTER TMAC MAYOREO RECARGA,0.95,1000.02
Ticket,,20/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,20/04/2024,,,
PZA,4,,Bombon Individual,1,4
Ticket,,20/04/2024,,,
PZA,1,,Suavitel Cuidado Superior F.Prim 450ml,18,18
Ticket,,20/04/2024,,,
PZA,1,,Comision Pay Joy,15,15
PZA,228,,Abono Clientes Pay Joy,1,228
Ticket,,20/04/2024,,,
PZA,1,,Naturella Alas Fibras Organicas F/Abund 8pzas,16,16
Ticket,,20/04/2024,,,
PZA,216,,Abono Clientes Pay Joy,1,216
PZA,1,,Comision Pay Joy,15,15
Ticket,,20/04/2024,,,
PZA,2,,Flanax 550 C/Uno,13,26
PZA,2,,Tempra Forte 650 Mg C/ Una,7.5,15
Ticket,,20/04/2024,,,
PZA,1,,Suavicremas Fresa  102g,17,17
PZA,1,,Sabritas Adobadas 42gm,17,17
Ticket,,20/04/2024,,,
PZA,1,,Yoghurt Yoplait Durazno 220gr 9122,13,13
Ticket,,20/04/2024,,,
PZA,1,,Icsi Comision Servicio TMAC 1-500,10,10
PZA,60,,ICSI Pago Servicio TMAC,1,60
Ticket,,20/04/2024,,,
PZA,1,,Barritas Fresa Mas Galleta 75g,17,17
PZA,1,,Nito 1Pza 62g,15,15
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,20/04/2024,,,
PZA,1,,Nectar Valle Durazno Cristal 413ml,18,18
Ticket,,20/04/2024,,,
,,,,,
PZA,1,,Florentinas Fresa 83gr 017300,19,19
Ticket,,20/04/2024,,,
PZA,1,,Maravillas Gamesa 116g,18,18
PZA,1,,Lala deslactosada 1lit,24,24
Ticket,,20/04/2024,,,
PZA,1,,Leche Nito Bebida Chocolate 236G,13,13
PZA,1,,Alpura Chocolate 200ml Chocopower,11,11
PZA,1,,Fruts Gamesa 130gr 100714,24,24
PZA,1,,Sabritas Sal Original 171 gr,53,53
PZA,1,,Doritos Nacho 61gr,17,17
Ticket,,20/04/2024,,,
PZA,1,,Talco olorex 330g,58,58
Ticket,,20/04/2024,,,
PZA,1,,Chile La Morena Rajas 210g,15,15
PZA,0.28,,Queso Fresco,108,30
Ticket,,20/04/2024,,,
PZA,1,,Paketaxo Mezcladito Ch 70gr,18,18
PZA,1,,Paketaxo Quexo Ch 70gr,18,18
PZA,1,,Fanta Jumbo Naranja 3lts,38,38
Ticket,,20/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,20/04/2024,,,
PZA,2,,Next C/U,5,10
Ticket,,20/04/2024,,,
PZA,8,,Envios De Recargas,1,8
PZA,455,,ICSI Recargas Xtreme,1,455
Ticket,,20/04/2024,,,
PZA,3,,Queso Castell Americano 1pza,2.5,7.5
PZA,3,,Huevo Crio Individual 1pza,3,9
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
PZA,0.36,,Jamon Rebanado Suly 1kg,69,25
Ticket,,20/04/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
Ticket,,20/04/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,20/04/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
,,,,,
Ticket,,20/04/2024,,,
PZA,1,,Vaso Unicel Dart #10 Paq,18,18
PZA,1,,Plato Hondo Convermex Ph8,24,24
Ticket,,20/04/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,20/04/2024,,,
PZA,0.12,,Queso De Hebra,125,15
Ticket,,20/04/2024,,,
PZA,1,,Tostitos Salsa Verde 70g,16,16
Ticket,,20/04/2024,,,
PZA,3,,Envios De Recargas,1,3
PZA,250,,RECARGAS XTREME (MULTICEL-MINISUPER),1,250
Ticket,,20/04/2024,,,
PZA,1,,Coca Cola 600ml,19,19
PZA,1,,Cable USB2.0 V8 1HORA,50,50
Ticket,,20/04/2024,,,
PZA,0.5,,Azucar 1 Kg,25,12.5
PZA,1,,RAIDOLITO VERDE PAQ 10PZ,21,21
PZA,1,,Sidral mundet fresa kiwi 2 lts,30,30
PZA,1,,Rebanadas Bimbo,8,8
PZA,1,,Big Mix Queso 75g,17,17
PZA,0.24,,Queso De Hebra,125,30
